Up to date
(["USDT"],21370.262124708675)
(["BTCUSDT"],21664.259472180413)
(["BTCUSDT"],21671.31540851974)
(["USDT"],21018.95489430311)
(["BTCUSDT"],20852.780311792845)
(["BTCUSDT"],20631.33252362613)
(["BTCUSDT"],20607.14415748106)
(["USDT"],20852.780311792845)
(["USDT"],20852.780311792845)
(["USDT"],20852.780311792845)
(["USDT"],20852.780311792845)
(["BTCUSDT"],21787.115381349737)
(["USDT"],20801.786493146457)
(["BTCUSDT"],20169.702169475193)
(["USDT"],20791.266736366288)
(["USDT"],20791.266736366288)
(["BTCUSDT"],20433.94258743498)
(["USDT"],20724.299763122504)
(["BTCUSDT"],20038.650862867045)
(["USDT"],20258.609711585606)
(["USDT"],20258.609711585606)
(["BTCUSDT"],20641.757437916553)
(["USDT"],19947.80421188502)
(["BTCUSDT"],20123.92487519552)
(["BTCUSDT"],18739.875912730262)
(["USDT"],20568.605085366285)
(["USDT"],20568.605085366285)
(["USDT"],20568.605085366285)
(["USDT"],20568.605085366285)
(["BTCUSDT"],21872.14899906188)
(["BTCUSDT"],22354.933360119783)
(["BTCUSDT"],21752.314302363793)
(["USDT"],21872.14899906188)
(["BTCUSDT"],21462.448129276032)
(["USDT"],21282.544297111534)
(["USDT"],21282.544297111534)
(["BTCUSDT"],21653.72197675221)
(["BTCUSDT"],21458.519404484035)
(["USDT"],21201.991824275225)
(["BTCUSDT"],20799.279488615466)
(["USDT"],21010.86147976675)
(["BTCUSDT"],19818.534079117573)
(["USDT"],20729.28161361095)
(["USDT"],20729.28161361095)
(["BTCUSDT"],20759.23715486919)
(["BTCUSDT"],20654.82809236895)
(["USDT"],20550.86612749942)
(["BTCUSDT"],19734.856567687344)
(["USDT"],20447.505071891606)
(["USDT"],20447.505071891606)
(["USDT"],20447.505071891606)
(["BTCUSDT"],19587.989996031454)
(["BTCUSDT"],19503.05234585189)
(["USDT"],19714.83054139458)
(["USDT"],19714.83054139458)
(["USDT"],19714.83054139458)
(["USDT"],19714.83054139458)
(["USDT"],19714.83054139458)
(["BTCUSDT"],19293.223156028896)
(["USDT"],18606.89433144768)
(["BTCUSDT"],19414.319532901063)
(["BTCUSDT"],20258.225813368677)
(["BTCUSDT"],19733.882270234455)
(["USDT"],19414.31953290106)
(["BTCUSDT"],18294.32678341971)
(["USDT"],18911.818811208865)
(["USDT"],18911.818811208865)
(["USDT"],18911.818811208865)
(["USDT"],18911.818811208865)
(["USDT"],18911.818811208865)
(["BTCUSDT"],19221.794501589902)
(["BTCUSDT"],18782.92461776828)
(["USDT"],19163.438909643017)
(["BTCUSDT"],18397.65256947317)
(["USDT"],18725.90139423559)
(["USDT"],18725.90139423559)
(["USDT"],18725.90139423559)
(["USDT"],18725.90139423559)
(["BTCUSDT"],17781.706858585258)
(["USDT"],18227.317757682933)
(["BTCUSDT"],18632.411932748688)
(["USDT"],17643.191568066526)
(["USDT"],17643.191568066526)
(["BTCUSDT"],17288.671012500643)
(["USDT"],17336.476984572302)
(["BTCUSDT"],17648.30642127806)
(["USDT"],17200.399818365026)
(["BTCUSDT"],16522.309580735448)
(["USDT"],16779.809590148452)
(["USDT"],16779.809590148452)
(["USDT"],16779.809590148452)
(["USDT"],16779.809590148452)
(["BTCUSDT"],16759.525152446688)
(["BTCUSDT"],16642.1205848593)
(["BTCUSDT"],16654.911113991657)
(["USDT"],16759.525152446688)
(["USDT"],16759.525152446688)
(["BTCUSDT"],17116.604513249542)
(["USDT"],16211.91967721728)
(["BTCUSDT"],17125.481767673402)
(["BTCUSDT"],17979.714191564028)
(["BTCUSDT"],17778.41710857394)
(["BTCUSDT"],17255.35370147973)
(["BTCUSDT"],18096.563616712006)
(["USDT"],17778.41710857394)
(["USDT"],17778.41710857394)
(["BTCUSDT"],17586.47024249122)
(["USDT"],17390.598570402966)
(["BTCUSDT"],18739.86750066767)
(["USDT"],17232.032274948106)
(["BTCUSDT"],17424.84733526573)
(["BTCUSDT"],17428.40531366762)
(["USDT"],17047.310638028182)
(["BTCUSDT"],16529.15541575234)
(["BTCUSDT"],16708.344706963857)
(["USDT"],16642.705081877088)
(["USDT"],16642.705081877088)
(["BTCUSDT"],16076.806168345143)
(["USDT"],16541.222384944427)
(["USDT"],16541.222384944427)
(["BTCUSDT"],17459.68371564126)
(["USDT"],16347.212178549848)
(["BTCUSDT"],17651.24847883993)
(["BTCUSDT"],18049.662899000446)
(["BTCUSDT"],17746.397319167856)
(["USDT"],17651.24847883993)
(["BTCUSDT"],17317.33874214194)
(["USDT"],17354.67695090292)
(["BTCUSDT"],17008.134875926477)
(["USDT"],17256.99643219725)
(["USDT"],17256.99643219725)
(["USDT"],17256.99643219725)
(["BTCUSDT"],17765.09956548711)
(["BTCUSDT"],18225.931028166317)
(["BTCUSDT"],17687.360737631378)
(["BTCUSDT"],18354.04748903895)
(["BTCUSDT"],18537.622434725985)
(["USDT"],17687.360737631378)
(["BTCUSDT"],17897.192129957366)
(["BTCUSDT"],17136.103496347525)
(["USDT"],17695.492396140053)
(["BTCUSDT"],16603.487233326698)
(["USDT"],16942.981162476295)
(["BTCUSDT"],16402.67329356687)
(["USDT"],16593.033303701544)
(["BTCUSDT"],15796.860623799532)
(["USDT"],15662.350487404548)
(["BTCUSDT"],16215.898097785352)
(["BTCUSDT"],15757.510607577033)
(["USDT"],15749.88931172374)
(["BTCUSDT"],13926.424811078941)
(["USDT"],15304.674856802749)
(["USDT"],15304.674856802749)
(["USDT"],15304.674856802749)
(["BTCUSDT"],14796.528255573001)
(["USDT"],15074.929107245212)
(["USDT"],15074.929107245212)
(["BTCUSDT"],15464.937208329342)
(["BTCUSDT"],16001.554000636179)
(["USDT"],15480.983579065869)
(["USDT"],15480.983579065869)
(["BTCUSDT"],13737.264830157279)
(["BTCUSDT"],13557.931320751248)
(["USDT"],15191.372527885705)
(["USDT"],15191.372527885705)
(["USDT"],15191.372527885705)
(["USDT"],15191.372527885705)
(["BTCUSDT"],9903.116557276913)
(["USDT"],9189.993679259227)
(["BTCUSDT"],8288.159470212704)
(["USDT"],8524.862314020635)
(["BTCUSDT"],8577.232917323174)
(["USDT"],7997.705196599054)
(["BTCUSDT"],9340.426178258378)
(["BTCUSDT"],9314.03632837275)
(["BTCUSDT"],8755.544006121236)
(["BTCUSDT"],9732.856644213054)
(["USDT"],9314.036328372751)
(["USDT"],9314.036328372751)
(["BTCUSDT"],9705.916636488286)
(["BTCUSDT"],9161.127807295688)
(["USDT"],9619.694901172079)
(["BTCUSDT"],8396.370616932734)
(["USDT"],9079.745660036242)
(["USDT"],9079.745660036242)
(["USDT"],9079.745660036242)
(["BTCUSDT"],9646.884540483361)
(["BTCUSDT"],9560.424295546016)
(["BTCUSDT"],9737.121830116608)
(["BTCUSDT"],9616.952171239163)
(["USDT"],9560.424295546018)
(["BTCUSDT"],10034.318057520151)
(["USDT"],9442.43533059685)
(["BTCUSDT"],9382.714010807158)
(["USDT"],9271.64472279449)
(["BTCUSDT"],8662.685461587234)
(["USDT"],9175.00131846736)
(["USDT"],9175.00131846736)
(["BTCUSDT"],9163.96757900218)
(["BTCUSDT"],8833.996062130573)
(["USDT"],9123.234801992274)
(["BTCUSDT"],9333.378540503083)
(["USDT"],8794.729970385588)
(["BTCUSDT"],8818.766291011945)
(["USDT"],8701.593871760739)
(["BTCUSDT"],8212.721939479216)
(["USDT"],8548.896421151247)
(["USDT"],8548.896421151247)
(["BTCUSDT"],9378.174462495777)
(["BTCUSDT"],9420.698017053901)
(["BTCUSDT"],9613.222379403898)
(["BTCUSDT"],9713.701927509066)
(["BTCUSDT"],9670.053741769563)
(["BTCUSDT"],10969.62755136258)
(["BTCUSDT"],10771.467537203676)
(["USDT"],9670.053741769563)
(["BTCUSDT"],9883.754639398028)
(["USDT"],9495.369781223573)
(["BTCUSDT"],9545.12927284082)
(["BTCUSDT"],9705.90891451177)
(["USDT"],9569.046105244093)
(["USDT"],9569.046105244093)
(["BTCUSDT"],10394.97849684684)
(["BTCUSDT"],10118.218062745962)
(["BTCUSDT"],9252.328728200628)
(["USDT"],10394.97849684684)
(["USDT"],10394.97849684684)
(["USDT"],10394.97849684684)
(["USDT"],10394.97849684684)
(["BTCUSDT"],10990.729064212452)
(["BTCUSDT"],11067.237419745772)
(["BTCUSDT"],11421.523605816023)
(["USDT"],10990.729064212452)
(["BTCUSDT"],11452.721609056687)
(["BTCUSDT"],11143.765852119619)
(["BTCUSDT"],10623.661037483656)
(["BTCUSDT"],10743.740201414183)
(["USDT"],11143.765852119619)
(["USDT"],11143.765852119619)
(["BTCUSDT"],10816.075943501946)
(["BTCUSDT"],10743.95135208174)
(["USDT"],10594.646764012881)
(["BTCUSDT"],11398.760735039412)
(["USDT"],10523.998723717368)
(["BTCUSDT"],11088.441624517021)
(["BTCUSDT"],10803.218730554754)
(["USDT"],10778.441099317382)
(["BTCUSDT"],10578.715198224412)
(["USDT"],10501.192206564787)
(["BTCUSDT"],10074.493882974724)
(["USDT"],9796.471471396108)
(["BTCUSDT"],9797.008607543044)
(["BTCUSDT"],9878.227646817315)
(["USDT"],9750.713552463823)
(["BTCUSDT"],9857.219585349889)
(["BTCUSDT"],9970.977994184914)
(["BTCUSDT"],9359.37776707878)
(["USDT"],9857.219585349889)
(["BTCUSDT"],9446.506257491337)
(["USDT"],9252.597075847718)
(["BTCUSDT"],9214.560089719806)
(["BTCUSDT"],9313.215773092432)
(["USDT"],9132.493654730393)
(["BTCUSDT"],9094.000969787874)
(["BTCUSDT"],9020.28064768175)
(["USDT"],9170.356582682914)
(["USDT"],9170.356582682914)
(["USDT"],9170.356582682914)
(["BTCUSDT"],9430.388875826096)
(["USDT"],9107.391494291245)
(["BTCUSDT"],8697.23546309369)
(["USDT"],9049.695084217237)
(["USDT"],9049.695084217237)
(["USDT"],9049.695084217237)
(["USDT"],9049.695084217237)
(["USDT"],9049.695084217237)
(["BTCUSDT"],9164.680580479357)
(["BTCUSDT"],9020.29104036604)
(["USDT"],9071.455267918052)
(["BTCUSDT"],8976.151823434753)
(["USDT"],8928.534492579402)
(["USDT"],8928.534492579402)
(["BTCUSDT"],9048.168058194258)
(["USDT"],8864.426930743793)
(["BTCUSDT"],8760.008058247726)
(["USDT"],8783.709861382225)
(["BTCUSDT"],8595.637642639058)
(["USDT"],8594.14825662644)
(["BTCUSDT"],8551.836024324917)
(["USDT"],8543.888023549276)
(["BTCUSDT"],8446.807048824217)
(["USDT"],8488.142917449464)
(["BTCUSDT"],8395.024939971672)
(["USDT"],8434.724341636174)
(["USDT"],8434.724341636174)
(["BTCUSDT"],8440.685759426307)
(["BTCUSDT"],8651.887642865895)
(["BTCUSDT"],8769.973470374915)
(["USDT"],8440.68575942631)
(["BTCUSDT"],8573.813082213428)
(["BTCUSDT"],8719.72278535188)
(["BTCUSDT"],8927.476916631816)
(["USDT"],8573.813082213426)
(["BTCUSDT"],9639.615645936137)
(["BTCUSDT"],9811.305448152943)
(["BTCUSDT"],9810.660230363403)
(["USDT"],9639.615645936137)
(["BTCUSDT"],10248.055313836843)
(["USDT"],9638.981718928975)
(["BTCUSDT"],9540.529489957447)
(["BTCUSDT"],9516.983607937913)
(["USDT"],9414.407235672968)
(["BTCUSDT"],9869.861054627781)
(["USDT"],9391.172621463313)
(["BTCUSDT"],9404.054098710203)
(["BTCUSDT"],9340.62221851183)
(["USDT"],9270.793577421146)
(["BTCUSDT"],8979.979185938266)
(["USDT"],9208.260561194933)
(["BTCUSDT"],9120.66792043549)
(["USDT"],8820.500723674057)
(["BTCUSDT"],9040.213516488999)
(["BTCUSDT"],9084.902027670792)
(["USDT"],8970.156514405917)
(["BTCUSDT"],9040.313909438604)
(["BTCUSDT"],8895.972826583866)
(["BTCUSDT"],8971.019291432209)
(["USDT"],9040.313909438604)
(["USDT"],9040.313909438604)
(["BTCUSDT"],8883.646678950761)
(["USDT"],8794.498433542698)
(["BTCUSDT"],8534.294304217026)
(["USDT"],8782.894093949195)
(["BTCUSDT"],8470.541213940196)
(["USDT"],8461.599971641286)
(["BTCUSDT"],8464.863116336677)
(["USDT"],8364.857328907325)
(["BTCUSDT"],8453.833129608061)
(["USDT"],8320.547220508442)
(["BTCUSDT"],8091.325191475252)
(["USDT"],8276.739049197075)
(["BTCUSDT"],7252.23140912743)
(["USDT"],7906.409237008889)
(["USDT"],7906.409237008889)
(["BTCUSDT"],7851.309407648665)
(["USDT"],7694.819837339323)
(["BTCUSDT"],7667.359479823144)
(["BTCUSDT"],7755.570251221432)
(["USDT"],7597.860766251456)
(["BTCUSDT"],7762.452867702021)
(["BTCUSDT"],7682.283176223954)
(["BTCUSDT"],7934.271616664103)
(["BTCUSDT"],8018.627113233716)
(["USDT"],7682.283176223954)
(["BTCUSDT"],7875.373808458208)
(["BTCUSDT"],7870.622668866268)
(["BTCUSDT"],7976.616273944639)
(["USDT"],7875.373808458208)
(["USDT"],7875.373808458208)
(["BTCUSDT"],7483.738737769628)
(["USDT"],7761.400703662425)
(["USDT"],7761.400703662425)
(["BTCUSDT"],7877.0962948995975)
(["USDT"],7549.00464979525)
(["BTCUSDT"],7575.674260953508)
(["USDT"],7514.01704496438)
(["BTCUSDT"],7592.451841043414)
(["BTCUSDT"],7547.634959169163)
(["USDT"],7491.2689230191445)
(["BTCUSDT"],7304.563872401806)
(["USDT"],7447.04930576767)
(["USDT"],7447.04930576767)
(["USDT"],7447.04930576767)
(["USDT"],7447.04930576767)
(["BTCUSDT"],7446.8957097037555)
(["BTCUSDT"],7627.748093323503)
(["USDT"],7400.293267584322)
(["BTCUSDT"],7835.177748382642)
(["BTCUSDT"],7887.767397156634)
(["BTCUSDT"],7998.233411375561)
(["BTCUSDT"],7923.532521091978)
(["BTCUSDT"],7921.673150924244)
(["BTCUSDT"],7982.199812653042)
(["USDT"],7923.532521091978)
(["USDT"],7923.532521091978)
(["BTCUSDT"],7922.162016828492)
(["USDT"],7795.5108941876515)
(["BTCUSDT"],8172.711374053607)
(["BTCUSDT"],8770.225096048332)
(["BTCUSDT"],8899.293549645792)
(["BTCUSDT"],8867.879046983811)
(["BTCUSDT"],8997.345499959689)
(["BTCUSDT"],8941.01486379713)
(["USDT"],8867.879046983811)
(["BTCUSDT"],9222.567696659311)
(["USDT"],8812.35897518803)
(["BTCUSDT"],9084.815186681722)
(["BTCUSDT"],9155.309197292952)
(["USDT"],8957.013144074692)
(["BTCUSDT"],9160.574211508472)
(["BTCUSDT"],9019.54593241586)
(["BTCUSDT"],9335.005676879133)
(["USDT"],9160.574211508472)
(["USDT"],9160.574211508472)
(["BTCUSDT"],10177.259575521084)
(["BTCUSDT"],9679.740895366287)
(["BTCUSDT"],10108.781596396539)
(["USDT"],10177.259575521084)
(["USDT"],10177.259575521084)
(["BTCUSDT"],10314.807884754642)
(["USDT"],10080.788327701479)
(["USDT"],10080.788327701479)
(["BTCUSDT"],10328.439860324757)
(["BTCUSDT"],10256.093810359596)
(["BTCUSDT"],10742.051534752447)
(["USDT"],10328.439860324757)
(["USDT"],10328.439860324757)
(["BTCUSDT"],11001.877118388005)
(["BTCUSDT"],11528.925988786397)
(["BTCUSDT"],11558.675807184683)
(["BTCUSDT"],11379.509472535095)
(["BTCUSDT"],11351.162481053387)
(["BTCUSDT"],11840.600758437246)
(["USDT"],11379.509472535095)
(["USDT"],11379.509472535095)
(["BTCUSDT"],10179.511690490575)
(["USDT"],11117.48973380867)
(["USDT"],11117.48973380867)
(["USDT"],11117.48973380867)
(["BTCUSDT"],11773.201685530476)
(["BTCUSDT"],12048.707112888178)
(["BTCUSDT"],12185.64420200981)
(["USDT"],11773.201685530476)
(["BTCUSDT"],11738.612991924865)
(["BTCUSDT"],11867.974215563996)
(["USDT"],11433.83154871272)
(["BTCUSDT"],10942.056993913735)
(["BTCUSDT"],11071.743834799223)
(["USDT"],11445.320520158697)
(["USDT"],11445.320520158697)
(["BTCUSDT"],11610.383399121833)
(["USDT"],11268.479781320404)
(["USDT"],11268.479781320404)
(["BTCUSDT"],11638.574173865174)
(["BTCUSDT"],12782.32964358268)
(["BTCUSDT"],13658.007221487966)
(["BTCUSDT"],13843.875198862084)
(["BTCUSDT"],14271.76576139551)
(["BTCUSDT"],14052.455447452854)
(["BTCUSDT"],13611.713969129474)
(["BTCUSDT"],14265.28937912561)
(["USDT"],14052.455447452854)
(["USDT"],14052.455447452854)
(["BTCUSDT"],14584.6015050956)
(["USDT"],13711.100111035761)
(["BTCUSDT"],15186.016177350606)
(["BTCUSDT"],15647.047706994017)
(["BTCUSDT"],15823.618137169526)
(["USDT"],15186.016177350606)
(["BTCUSDT"],16220.240798647214)
(["BTCUSDT"],16449.08460776467)
(["BTCUSDT"],18044.4075327209)
(["BTCUSDT"],18506.27868519263)
(["BTCUSDT"],17939.707017705754)
(["BTCUSDT"],19038.742771944515)
(["BTCUSDT"],20620.09067368608)
(["USDT"],17939.707017705754)
(["BTCUSDT"],21447.076620481716)
(["BTCUSDT"],21183.53101387065)
(["BTCUSDT"],20159.341867755305)
(["BTCUSDT"],18711.64823750306)
(["USDT"],21183.53101387065)
(["USDT"],21183.53101387065)
(["USDT"],21183.53101387065)
(["USDT"],21183.53101387065)
(["BTCUSDT"],20403.334722283573)
(["BTCUSDT"],20306.977872816202)
(["USDT"],20824.183848038316)
(["USDT"],20824.183848038316)
(["USDT"],20824.183848038316)
(["BTCUSDT"],17542.99170066237)
(["USDT"],20414.483326932183)
(["USDT"],20414.483326932183)
(["USDT"],20414.483326932183)
(["BTCUSDT"],19983.387677654104)
(["USDT"],19874.227501102596)
(["BTCUSDT"],18705.37382043718)
(["USDT"],19870.98694874799)
(["BTCUSDT"],20961.901592661205)
(["USDT"],18584.478048935012)
(["BTCUSDT"],18431.199260465055)
(["BTCUSDT"],18667.413786702753)
(["BTCUSDT"],19756.60045981643)
(["USDT"],18431.199260465055)
(["BTCUSDT"],20311.63075804184)
(["BTCUSDT"],21055.470103989035)
(["BTCUSDT"],21545.81446468873)
(["USDT"],20311.63075804184)
(["BTCUSDT"],24600.8294943834)
(["BTCUSDT"],24624.998058811714)
(["USDT"],20580.24875561792)
(["BTCUSDT"],21287.545779624113)
(["BTCUSDT"],20989.986658299986)
(["USDT"],19884.72078486599)
(["BTCUSDT"],20138.33785533218)
(["USDT"],19606.77047035938)
(["USDT"],19606.77047035938)
(["BTCUSDT"],21034.362021197714)
(["USDT"],19336.616971438012)
(["BTCUSDT"],22001.974386191356)
(["BTCUSDT"],21976.46821583452)
(["USDT"],20288.68466285036)
(["BTCUSDT"],19628.79978496604)
(["USDT"],20265.16465331651)
(["BTCUSDT"],17534.49519141314)
(["USDT"],19091.63339010244)
(["USDT"],19091.63339010244)
(["BTCUSDT"],17718.62961321454)
(["USDT"],18091.444485492495)
(["USDT"],18091.444485492495)
(["USDT"],18091.444485492495)
(["USDT"],18091.444485492495)
(["BTCUSDT"],17645.806088488564)
(["USDT"],17668.612012003658)
(["BTCUSDT"],17153.75239239667)
(["USDT"],16975.446319263694)
(["BTCUSDT"],18238.979259397147)
(["BTCUSDT"],19109.39433518439)
(["BTCUSDT"],19449.594094270473)
(["BTCUSDT"],20118.75251980118)
(["BTCUSDT"],19926.724151917584)
(["BTCUSDT"],21308.062210690467)
(["BTCUSDT"],20537.657339231046)
(["USDT"],19926.724151917588)
(["BTCUSDT"],18530.403158573296)
(["USDT"],19206.262328262717)
(["USDT"],19206.262328262717)
(["BTCUSDT"],19587.435857103246)
(["BTCUSDT"],19611.06701595288)
(["USDT"],19456.12951366523)
(["BTCUSDT"],18132.87153526141)
(["BTCUSDT"],18219.892688889882)
(["USDT"],19228.660811375736)
(["USDT"],19228.660811375736)
(["BTCUSDT"],19470.25928100555)
(["USDT"],18507.131346443697)
(["USDT"],18507.131346443697)
(["BTCUSDT"],19384.92669379287)
(["BTCUSDT"],19758.633885489442)
(["USDT"],18760.076806917754)
(["BTCUSDT"],19113.236055316876)
(["BTCUSDT"],19187.956778146123)
(["USDT"],19119.42372277194)
(["USDT"],19119.42372277194)
(["BTCUSDT"],19177.797145976183)
(["USDT"],18503.820546602085)
(["BTCUSDT"],17788.94599559477)
(["BTCUSDT"],18464.242177747703)
(["USDT"],18436.426999893498)
(["USDT"],18436.426999893498)
(["BTCUSDT"],19046.328016093146)
(["BTCUSDT"],19002.269803839677)
(["BTCUSDT"],20181.578533010692)
(["BTCUSDT"],19986.197392598802)
(["USDT"],19002.269803839677)
(["BTCUSDT"],18332.68461911754)
(["USDT"],18818.30574282156)
(["BTCUSDT"],16730.036977344516)
(["USDT"],18274.861203023833)
(["USDT"],18274.861203023833)
(["USDT"],18274.861203023833)
(["USDT"],18274.861203023833)
(["BTCUSDT"],16553.626761343763)
(["USDT"],17420.669737545217)
(["USDT"],17420.669737545217)
(["USDT"],17420.669737545217)
(["USDT"],17420.669737545217)
(["USDT"],17420.669737545217)
(["BTCUSDT"],17276.6689998336)
(["BTCUSDT"],18612.945391665562)
(["USDT"],17693.21560262802)
(["USDT"],17693.21560262802)
(["BTCUSDT"],17531.344095961704)
(["BTCUSDT"],16315.654919404375)
(["USDT"],17350.055122917725)
(["BTCUSDT"],17114.638735592296)
(["USDT"],16146.937203940672)
(["BTCUSDT"],16549.06927582473)
(["USDT"],15853.88024466011)
(["BTCUSDT"],15439.149159837645)
(["BTCUSDT"],15675.338561050308)
(["USDT"],16109.836000173913)
(["USDT"],16109.836000173913)
(["BTCUSDT"],14169.41873615765)
(["USDT"],14082.143652252378)
(["BTCUSDT"],13162.150554653419)
(["BTCUSDT"],12343.163944027874)
(["USDT"],13257.452959113345)
(["USDT"],13257.452959113345)
(["USDT"],13257.452959113345)
(["USDT"],13257.452959113345)
(["USDT"],13257.452959113345)
(["BTCUSDT"],11345.666490916235)
(["USDT"],12190.311054970136)
(["BTCUSDT"],12472.206126048126)
(["USDT"],11286.555216272176)
(["BTCUSDT"],11204.838104295066)
(["USDT"],11145.143899399902)
(["BTCUSDT"],9828.249392749349)
(["USDT"],10942.947821932241)
(["USDT"],10942.947821932241)
(["USDT"],10942.947821932241)
(["BTCUSDT"],11534.724220716926)
(["BTCUSDT"],12049.951817608408)
(["USDT"],11266.431907391328)
(["BTCUSDT"],10650.876854687041)
(["BTCUSDT"],10734.917733358512)
